,run,activity,time,id,RSSI,phase
86,5,7,13 45 53 43636,e2001d871271320b9f,-51,168
87,5,7,13 45 53 43636,e2001d871271320b9f,-51,168
88,5,7,13 45 53 43670,e2001d8712401320d4a0,-58,168
89,5,7,13 45 53 43687,e2001d871271320b9f,-51,174
90,5,7,13 45 53 43703,e2001d871271320b9f,-51,174
91,5,7,13 45 53 43720,e2001d8712401320d4a0,-58,171
92,5,7,13 45 53 43753,e2001d8712461320db93,-57,174
93,5,7,13 45 53 43753,e2001d8712461320db93,-57,174
94,5,7,13 45 53 43787,e2001d8712461320db93,-57,174
95,5,7,13 45 53 43803,e2001d871271320b9f,-50,174
96,5,7,13 45 53 43820,e2001d871271320b9f,-51,174
97,5,7,13 45 53 43837,e2001d8712461320db93,-57,174
98,5,7,13 45 53 43870,e2001d871271320b9f,-51,174
99,5,7,13 45 53 43886,e2001d8712461320db93,-55,174
100,5,7,13 45 53 43886,e2001d8712461320db93,-55,174
101,5,7,13 45 53 43920,e2001d871271320b9f,-51,174
102,5,7,13 45 53 43920,e2001d871271320b9f,-51,174
103,5,7,13 45 53 43953,e2001d8712461320db93,-55,171
104,5,7,13 45 53 43970,e2001d871271320b9f,-51,171
105,5,7,13 45 54 44004,e2001d871271320b9f,-51,171
106,5,7,13 45 54 44036,e2001d8712461320db93,-52,174
107,5,7,13 45 54 44053,e2001d871271320b9f,-51,171
108,5,7,13 45 54 44070,e2001d8712461320db93,-52,174
109,5,7,13 45 54 44086,e2001d871271320b9f,-52,174
110,5,7,13 45 54 44086,e2001d871271320b9f,-52,174
111,5,7,13 45 54 44119,e2001d8712461320db93,-52,174
112,5,7,13 45 54 44136,e2001d871271320b9f,-51,171
113,5,7,13 45 54 44153,e2001d871271320b9f,-51,171
114,5,7,13 45 54 44169,e2001d8712461320db93,-51,174
115,5,7,13 45 54 44169,e2001d8712461320db93,-51,174
116,5,7,13 45 54 44203,e2001d871271320b9f,-51,174
117,5,7,13 45 54 44220,e2001d8712461320db93,-52,168
118,5,7,13 45 54 44269,e2001d871271320b9f,-51,174
119,5,7,13 45 54 44287,e2001d871271320b9f,-52,171
120,5,7,13 45 54 44303,e2001d8712461320db93,-52,174
121,5,7,13 45 54 44320,e2001d871271320b9f,-51,174
122,5,7,13 45 54 44336,e2001d8712461320db93,-52,171
123,5,7,13 45 54 44336,e2001d8712461320db93,-52,171
124,5,7,13 45 54 44371,e2001d871271320b9f,-51,174
125,5,7,13 45 54 44387,e2001d8712461320db93,-52,174
126,5,7,13 45 54 44403,e2001d8712461320db93,-52,174
127,5,7,13 45 54 44420,e2001d871271320b9f,-51,171
128,5,7,13 45 54 44437,e2001d871271320b9f,-52,171
129,5,7,13 45 54 44453,e2001d8712461320db93,-52,171
130,5,7,13 45 54 44470,e2001d871271320b9f,-52,174
131,5,7,13 45 54 44486,e2001d8712461320db93,-53,171
132,5,7,13 45 54 44503,e2001d871271320b9f,-52,174
133,5,7,13 45 54 44519,e2001d8712461320db93,-52,174
134,5,7,13 45 54 44519,e2001d8712461320db93,-52,174
135,5,7,13 45 54 44519,e2001d8712461320db93,-52,174
136,5,7,13 45 54 44586,e2001d871271320b9f,-51,168
137,5,7,13 45 54 44603,e2001d8712461320db93,-53,171
138,5,7,13 45 54 44637,e2001d871271320b9f,-51,174
139,5,7,13 45 54 44653,e2001d8712461320db93,-53,168
0,5,8,13 45 57 47503,e2001d871271320b9f,-52,174
